property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floor_number,total_floors,furnishing_status,property_type,balcony_sqft,parking_spaces,amenities_score,nearby_workplace_km,nearby_school_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,monthly_rent
P0774,Bharuch - central,Bharuch,Gujarat,21.726727,73.022275,946,3,3,1,1,Semi-Furnished,Independent House,73,2,1,2.82,5.59,3.56,26.28,50.2,93,6353
P0775,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.030188,72.548599,837,3,3,1,1,Unfurnished,Villa,41,0,7,3.98,3.95,6.87,20.62,41.1,96,13300
P0776,Anand - central,Anand,Gujarat,22.554206,72.918566,250,1,1,1,3,Semi-Furnished,Apartment,22,1,1,0.64,6.72,2.26,15.77,47.0,128,2000
P0777,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.999046,72.598423,344,1,1,1,1,Semi-Furnished,Independent House,9,2,9,0.74,7.68,2.8,21.17,35.3,46,6083
P0778,Bhuj - central,Bhuj,Gujarat,23.266711,69.69301,631,1,1,1,11,Unfurnished,Apartment,65,1,2,4.46,1.96,5.24,24.52,54.6,81,3447
P0779,Junagadh - outskirts,Junagadh,Gujarat,21.536473,70.453218,967,3,4,8,9,Semi-Furnished,Apartment,46,1,1,8.53,4.13,9.83,36.26,47.9,135,5820
P0780,Vadodara - outskirts,Vadodara,Gujarat,22.290974,73.19004,1079,3,3,2,12,Unfurnished,Apartment,109,1,1,1.81,6.82,8.85,1.07,49.1,69,9699
P0781,Surat - outskirts,Surat,Gujarat,21.191267,72.832588,1456,2,3,1,1,Furnished,Independent House,15,1,9,2.61,5.1,5.64,4.55,48.4,95,22961
P0782,Rajkot - central,Rajkot,Gujarat,22.283963,70.79433,1364,3,4,4,6,Semi-Furnished,Apartment,114,2,4,7.79,1.28,0.26,9.16,29.7,88,14268
P0783,Surat - outskirts,Surat,Gujarat,21.162829,72.801587,250,1,1,1,1,Unfurnished,Independent House,5,0,6,2.56,1.23,8.44,0.18,40.0,93,3552
P0784,Ahmedabad - central,Ahmedabad,Gujarat,23.02153,72.564135,881,3,3,7,10,Semi-Furnished,Apartment,25,1,8,10.82,3.89,3.34,18.67,30.8,106,15157
P0785,Valsad - outskirts,Valsad,Gujarat,20.612632,72.917636,646,2,2,6,6,Furnished,Apartment,16,1,3,11.53,5.2,1.92,21.0,54.4,130,4807
P0786,Junagadh - central,Junagadh,Gujarat,21.525688,70.436532,1197,2,2,10,12,Unfurnished,Apartment,49,1,5,1.39,3.47,3.4,34.89,58.1,110,8679
P0787,Vapi - central,Vapi,Gujarat,20.380257,72.925926,250,1,1,5,8,Semi-Furnished,Apartment,8,1,4,8.98,4.0,1.78,18.76,52.0,108,2201
P0788,Junagadh - outskirts,Junagadh,Gujarat,21.505354,70.470375,265,1,1,8,12,Furnished,Apartment,20,1,2,4.11,5.37,6.04,31.59,64.0,79,2000
P0789,Morbi - central,Morbi,Gujarat,22.842484,70.87249,1820,4,4,2,4,Unfurnished,Apartment,108,2,1,6.67,1.47,8.86,14.29,40.6,95,9832
P0790,Jamnagar - central,Jamnagar,Gujarat,22.443126,70.02874,563,1,1,1,1,Unfurnished,Independent House,31,1,2,6.51,7.4,8.03,37.29,55.1,56,3508
P0791,Veraval - central,Veraval,Gujarat,20.909841,70.335549,773,3,3,2,5,Unfurnished,Apartment,59,1,1,9.39,5.18,1.84,37.44,69.0,92,3228
P0792,Surat - central,Surat,Gujarat,21.152635,72.808185,1222,2,2,3,3,Semi-Furnished,Apartment,81,1,5,1.3,7.74,1.62,1.21,44.8,94,16264
P0793,Mehsana - outskirts,Mehsana,Gujarat,23.608397,72.395544,465,1,1,1,4,Furnished,Apartment,28,1,2,1.63,5.8,4.58,30.3,40.0,55,3057
P0794,Surat - outskirts,Surat,Gujarat,21.18759,72.842083,886,2,2,1,11,Unfurnished,Apartment,58,2,6,9.36,0.92,7.69,7.05,48.1,95,12238
P0795,Gandhinagar - central,Gandhinagar,Gujarat,23.224909,72.655222,872,3,4,4,7,Furnished,Apartment,90,1,3,4.53,7.74,7.27,20.99,64.1,114,9738
P0796,Surat - outskirts,Surat,Gujarat,21.190981,72.816661,727,3,4,1,1,Furnished,Independent House,30,1,6,11.23,4.44,5.49,9.68,41.9,69,10263
P0797,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.01724,72.549199,1022,3,4,3,8,Semi-Furnished,Apartment,77,1,8,7.51,3.6,7.27,2.13,28.0,94,17747
P0798,Valsad - central,Valsad,Gujarat,20.593932,72.934383,1079,3,3,1,1,Unfurnished,Independent House,62,1,1,8.58,2.36,2.65,9.36,35.7,67,7621
P0799,Bharuch - outskirts,Bharuch,Gujarat,21.678664,72.973011,326,1,1,6,8,Semi-Furnished,Apartment,34,1,4,10.13,1.18,8.14,21.16,55.0,104,2555
P0800,Bhuj - central,Bhuj,Gujarat,23.215129,69.680088,1092,3,3,5,9,Unfurnished,Apartment,31,1,3,6.62,4.18,8.16,28.46,48.1,111,6465
P0801,Veraval - outskirts,Veraval,Gujarat,20.876852,70.341793,643,1,1,2,3,Unfurnished,Apartment,34,2,1,3.6,7.76,9.55,22.22,56.7,131,2812
P0802,Ahmedabad - central,Ahmedabad,Gujarat,23.041092,72.597724,438,2,2,1,1,Semi-Furnished,Independent House,19,1,9,4.14,8.0,8.08,19.43,35.4,70,7742
P0803,Bharuch - outskirts,Bharuch,Gujarat,21.720406,73.013606,1229,2,2,4,11,Unfurnished,Apartment,110,1,1,11.76,3.28,4.37,15.87,45.5,133,8392
P0804,Ahmedabad - central,Ahmedabad,Gujarat,23.011403,72.581463,796,3,2,1,1,Semi-Furnished,Independent House,21,1,6,9.88,4.55,7.06,17.69,35.7,49,12299
P0805,Nadiad - central,Nadiad,Gujarat,22.685133,72.864993,1044,2,3,8,12,Unfurnished,Apartment,62,2,2,7.74,5.22,2.15,25.66,44.7,61,6751
P0806,Vadodara - central,Vadodara,Gujarat,22.294546,73.185308,764,2,2,1,1,Semi-Furnished,Villa,38,2,5,9.19,3.55,2.27,17.22,32.7,88,9085
P0807,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.030349,72.581026,952,3,3,1,5,Furnished,Apartment,23,2,6,10.16,0.93,4.23,21.03,32.2,48,14884
P0808,Surat - outskirts,Surat,Gujarat,21.170419,72.836359,1310,2,2,10,12,Semi-Furnished,Apartment,92,1,5,10.83,7.19,1.02,11.11,60.3,89,16488
P0809,Vadodara - outskirts,Vadodara,Gujarat,22.303621,73.181611,1627,2,3,1,1,Unfurnished,Independent House,50,1,5,5.53,7.05,3.69,12.83,57.7,77,17721
P0810,Rajkot - central,Rajkot,Gujarat,22.304554,70.802181,1241,3,3,8,8,Unfurnished,Apartment,127,1,7,6.85,2.47,4.15,19.12,34.5,41,14791
P0811,Morbi - central,Morbi,Gujarat,22.807377,70.822041,1202,4,4,8,9,Unfurnished,Apartment,30,0,3,4.38,5.74,2.73,32.67,56.1,81,6914
P0812,Palanpur - outskirts,Palanpur,Gujarat,24.177589,72.428924,1044,2,2,4,4,Semi-Furnished,Apartment,110,1,2,2.34,5.16,8.87,37.42,51.1,87,4950
P0813,Surat - central,Surat,Gujarat,21.140221,72.85916,830,3,3,1,10,Furnished,Apartment,44,1,6,11.21,4.68,2.58,15.76,39.5,114,11815
P0814,Kheda - outskirts,Kheda,Gujarat,22.740994,72.671367,859,2,2,1,1,Furnished,Independent House,24,2,2,9.08,3.62,5.84,19.87,50.9,100,4076
P0815,Surendranagar - central,Surendranagar,Gujarat,22.711018,71.672701,926,3,4,1,1,Unfurnished,Villa,19,1,1,5.01,1.94,4.86,19.27,59.9,107,4002
P0816,Vadodara - central,Vadodara,Gujarat,22.301324,73.154991,335,1,1,7,7,Semi-Furnished,Apartment,11,1,6,3.95,0.35,2.09,7.23,58.7,97,3817
P0817,Navsari - central,Navsari,Gujarat,20.932952,72.953818,1463,4,4,10,11,Unfurnished,Apartment,121,2,1,8.81,6.94,4.72,24.29,55.3,109,9645
P0818,Diu - outskirts,Diu,Gujarat,20.70687,70.972741,1198,3,4,1,1,Semi-Furnished,Independent House,63,2,1,3.14,7.8,4.08,26.65,32.0,128,9520
P0819,Vapi - central,Vapi,Gujarat,20.381376,72.878223,732,3,4,2,4,Unfurnished,Apartment,64,0,2,8.31,3.87,3.74,29.39,40.7,130,6000
P0820,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.993986,72.580764,1599,4,4,4,9,Semi-Furnished,Apartment,71,1,8,1.38,4.68,3.41,14.99,39.1,82,26746
P0821,Junagadh - outskirts,Junagadh,Gujarat,21.541711,70.483784,578,2,2,7,9,Unfurnished,Apartment,27,2,6,7.44,3.51,4.22,16.44,45.0,106,4612
P0822,Vadodara - outskirts,Vadodara,Gujarat,22.329753,73.198197,468,1,1,1,1,Semi-Furnished,Independent House,15,1,4,9.7,0.33,1.48,21.43,33.8,124,5268
P0823,Valsad - central,Valsad,Gujarat,20.595291,72.957481,358,0,1,6,12,Furnished,Apartment,9,1,3,2.09,1.58,1.91,15.29,69.4,93,2519
P0824,Mehsana - central,Mehsana,Gujarat,23.60843,72.398366,347,1,1,3,5,Unfurnished,Apartment,10,2,3,6.14,7.66,5.43,23.1,49.3,109,2338
P0825,Ahmedabad - central,Ahmedabad,Gujarat,23.043665,72.579716,500,2,3,2,4,Semi-Furnished,Apartment,54,2,7,10.79,7.45,2.88,3.37,36.5,36,8071
P0826,Rajkot - central,Rajkot,Gujarat,22.289784,70.803043,1083,2,2,6,10,Furnished,Apartment,59,1,5,9.08,0.48,5.63,24.34,39.7,73,11528
P0827,Vadodara - central,Vadodara,Gujarat,22.285597,73.162813,275,1,1,1,7,Furnished,Apartment,31,1,3,3.57,3.79,7.45,21.75,48.3,83,2789
P0828,Bharuch - outskirts,Bharuch,Gujarat,21.708405,72.98867,790,3,4,4,4,Semi-Furnished,Apartment,76,1,3,3.66,5.17,7.47,22.12,71.7,113,5510
P0829,Surat - central,Surat,Gujarat,21.183351,72.831282,274,1,1,1,1,Unfurnished,Independent House,10,1,7,4.08,5.12,0.53,15.22,43.4,65,4031
P0830,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.01322,72.551735,999,3,2,1,1,Unfurnished,Independent House,65,1,10,8.64,3.23,4.85,7.17,55.9,52,17114
P0831,Surat - outskirts,Surat,Gujarat,21.15943,72.839719,1199,3,2,6,11,Unfurnished,Apartment,80,1,6,9.45,0.95,6.49,16.27,55.1,61,16151
P0832,Ahmedabad - central,Ahmedabad,Gujarat,23.01137,72.576127,1364,3,4,1,1,Unfurnished,Independent House,67,1,7,6.27,1.32,8.89,17.26,69.3,109,19558
P0833,Ahmedabad - central,Ahmedabad,Gujarat,23.001557,72.548164,833,2,2,4,4,Unfurnished,Apartment,31,1,9,6.77,1.89,4.61,13.04,41.3,124,14429
P0834,Gandhinagar - central,Gandhinagar,Gujarat,23.185727,72.610682,1782,2,3,5,5,Unfurnished,Apartment,200,1,3,2.7,1.25,0.64,2.92,51.5,112,20844
P0835,Jamnagar - central,Jamnagar,Gujarat,22.454814,70.060882,811,2,2,11,11,Semi-Furnished,Apartment,47,0,2,1.19,2.43,3.85,32.89,45.1,155,5237
P0836,Bharuch - outskirts,Bharuch,Gujarat,21.702523,73.010996,793,2,3,11,11,Furnished,Apartment,40,2,1,3.93,5.44,1.16,5.13,48.6,23,5356
P0837,Bharuch - central,Bharuch,Gujarat,21.698679,72.988158,1032,3,4,2,10,Semi-Furnished,Apartment,113,0,1,5.31,7.19,4.02,14.4,71.4,128,6405
P0838,Valsad - outskirts,Valsad,Gujarat,20.581279,72.929781,659,1,1,9,10,Semi-Furnished,Apartment,39,2,1,3.37,4.99,0.61,26.53,43.4,127,4533
P0839,Surat - central,Surat,Gujarat,21.162045,72.82336,436,2,2,3,3,Furnished,Apartment,27,2,8,6.88,3.83,9.95,16.51,27.8,86,7071
P0840,Gandhinagar - central,Gandhinagar,Gujarat,23.196806,72.607782,746,3,4,4,12,Furnished,Apartment,85,2,3,9.22,2.93,8.52,15.78,32.3,75,9328
P0841,Veraval - central,Veraval,Gujarat,20.881093,70.334478,1858,4,4,4,4,Semi-Furnished,Apartment,132,1,1,5.94,2.4,1.08,31.18,43.7,108,8511
P0842,Jamnagar - outskirts,Jamnagar,Gujarat,22.48396,70.049686,762,2,2,4,5,Semi-Furnished,Apartment,27,1,1,6.24,0.69,0.72,29.75,71.2,99,4207
P0843,Bharuch - central,Bharuch,Gujarat,21.699058,73.02142,329,1,1,9,9,Furnished,Apartment,34,2,1,4.53,6.66,7.16,5.63,51.6,94,2198
P0844,Palanpur - central,Palanpur,Gujarat,24.172003,72.415555,1322,2,3,3,10,Semi-Furnished,Apartment,148,2,1,10.65,2.31,0.77,21.99,40.7,61,6119
P0845,Surat - central,Surat,Gujarat,21.174662,72.859583,1974,2,2,1,1,Unfurnished,Independent House,129,1,9,0.9,2.88,5.71,17.45,45.7,79,31428
P0846,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.226429,72.607176,1045,2,2,3,3,Semi-Furnished,Apartment,119,1,2,9.89,1.18,0.63,11.56,53.9,66,11445
P0847,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.791893,72.167859,1180,3,3,2,7,Unfurnished,Apartment,40,1,1,7.2,4.63,8.68,19.42,55.7,115,6905
P0848,Rajkot - outskirts,Rajkot,Gujarat,22.313739,70.796397,1586,4,4,1,1,Furnished,Villa,50,1,4,9.29,6.21,0.55,8.31,55.8,127,15148
P0849,Mehsana - central,Mehsana,Gujarat,23.622184,72.399387,1116,3,3,3,6,Unfurnished,Apartment,39,1,1,3.42,4.41,0.58,20.02,56.4,133,6514
P0850,Vapi - outskirts,Vapi,Gujarat,20.365104,72.931655,396,1,1,4,7,Unfurnished,Apartment,29,1,1,9.83,7.42,7.11,18.77,43.4,111,3026
P0851,Surat - central,Surat,Gujarat,21.170651,72.824374,892,2,2,2,8,Furnished,Apartment,73,1,6,11.88,0.9,2.49,23.78,52.6,82,12125
P0852,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.190589,72.617528,1353,4,4,3,3,Unfurnished,Apartment,49,0,5,8.66,3.03,2.49,20.44,63.1,81,16852
P0853,Ahmedabad - central,Ahmedabad,Gujarat,23.044269,72.59723,1183,3,4,1,1,Semi-Furnished,Independent House,91,0,8,10.35,6.1,7.06,1.27,36.2,100,19985
P0854,Palanpur - central,Palanpur,Gujarat,24.143971,72.427132,1080,3,3,1,1,Semi-Furnished,Independent House,43,0,1,10.05,0.89,4.54,11.69,62.8,131,4617
P0855,Navsari - outskirts,Navsari,Gujarat,20.969397,72.948504,352,1,1,5,9,Unfurnished,Apartment,28,1,1,0.34,5.55,5.87,5.11,38.4,152,2463
P0856,Jamnagar - outskirts,Jamnagar,Gujarat,22.474725,70.03649,909,3,4,1,1,Unfurnished,Independent House,72,1,2,10.72,7.68,3.72,31.6,50.9,125,5751
P0857,Vadodara - central,Vadodara,Gujarat,22.336967,73.181257,1859,4,4,2,3,Semi-Furnished,Apartment,212,1,6,1.07,3.16,4.5,6.57,49.8,39,21877
P0858,Mehsana - central,Mehsana,Gujarat,23.600773,72.389307,1115,2,2,12,12,Unfurnished,Apartment,64,1,1,5.99,3.08,8.51,10.5,48.7,119,6691
P0859,Ahmedabad - central,Ahmedabad,Gujarat,23.036734,72.543317,676,2,2,5,11,Furnished,Apartment,17,2,8,8.49,1.28,7.93,7.69,42.3,72,11183
P0860,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.048151,72.558295,370,1,1,1,1,Semi-Furnished,Independent House,27,1,8,1.99,7.23,1.07,9.81,41.0,93,6148
P0861,Mehsana - outskirts,Mehsana,Gujarat,23.577216,72.379862,1291,4,4,1,1,Semi-Furnished,Villa,90,1,1,7.2,4.79,4.35,10.86,75.7,121,7004
P0862,Vapi - outskirts,Vapi,Gujarat,20.360667,72.885343,1065,3,3,4,7,Unfurnished,Apartment,116,1,1,10.91,1.0,8.05,34.46,54.5,145,7824
P0863,Mehsana - central,Mehsana,Gujarat,23.594932,72.359539,570,1,1,1,1,Semi-Furnished,Independent House,10,1,1,0.25,2.99,1.13,8.72,60.2,121,3281
P0864,Junagadh - outskirts,Junagadh,Gujarat,21.505457,70.460749,1279,3,4,4,4,Semi-Furnished,Apartment,31,0,1,11.91,2.78,2.52,23.72,55.4,69,7493
P0865,Rajkot - outskirts,Rajkot,Gujarat,22.311416,70.822521,372,1,1,7,7,Furnished,Apartment,11,1,4,9.1,1.38,0.73,13.78,36.7,71,3801
P0866,Surat - outskirts,Surat,Gujarat,21.182266,72.841488,1070,3,3,1,1,Unfurnished,Villa,65,2,7,9.02,0.62,9.74,23.91,27.6,64,16610
P0867,Navsari - outskirts,Navsari,Gujarat,20.970611,72.968358,1294,2,2,1,1,Furnished,Independent House,90,1,3,4.44,7.45,7.02,8.61,47.4,115,9873
P0868,Jamnagar - central,Jamnagar,Gujarat,22.481727,70.066806,1209,3,3,2,3,Unfurnished,Apartment,96,1,1,5.62,3.24,5.93,26.39,53.3,143,7137
P0869,Diu - central,Diu,Gujarat,20.688013,70.977226,599,1,1,1,12,Unfurnished,Apartment,21,1,1,1.61,6.3,2.78,34.48,52.6,60,4431
P0870,Surat - central,Surat,Gujarat,21.16384,72.810278,985,2,2,2,3,Semi-Furnished,Apartment,106,1,5,11.64,3.21,9.55,21.93,48.6,87,12935
P0871,Junagadh - outskirts,Junagadh,Gujarat,21.510638,70.464171,808,3,4,1,1,Semi-Furnished,Independent House,10,1,3,2.52,2.52,7.75,30.1,42.1,91,5583
P0872,Surat - central,Surat,Gujarat,21.171081,72.831894,1124,3,4,2,7,Semi-Furnished,Apartment,110,2,5,8.92,7.53,5.64,8.01,39.4,72,15243
P0873,Vapi - central,Vapi,Gujarat,20.374665,72.882039,807,2,2,1,1,Furnished,Independent House,21,2,1,1.2,4.85,6.89,14.23,54.8,125,5922
P0874,Kheda - outskirts,Kheda,Gujarat,22.74734,72.680932,1922,2,3,4,8,Furnished,Apartment,88,2,1,9.75,2.0,0.97,34.21,60.6,81,8285
P0875,Nadiad - central,Nadiad,Gujarat,22.688395,72.865459,268,1,1,8,8,Semi-Furnished,Apartment,24,2,2,8.72,7.55,9.18,16.74,60.2,166,2000
P0876,Diu - central,Diu,Gujarat,20.714483,71.002886,411,2,3,3,6,Furnished,Apartment,15,1,2,8.43,0.16,3.45,34.36,36.0,66,3424
P0877,Surat - central,Surat,Gujarat,21.151096,72.808452,1339,3,3,3,10,Furnished,Apartment,150,0,8,10.47,2.28,2.55,19.42,37.2,76,21041
P0878,Morbi - central,Morbi,Gujarat,22.79966,70.877063,744,2,2,1,1,Unfurnished,Independent House,49,1,1,3.85,5.78,0.75,24.83,56.7,149,3796
P0879,Mehsana - central,Mehsana,Gujarat,23.620968,72.356362,304,1,1,1,1,Unfurnished,Independent House,6,1,1,6.68,0.83,9.34,14.83,57.3,123,2000
P0880,Vapi - central,Vapi,Gujarat,20.369155,72.928296,1493,3,3,1,10,Furnished,Apartment,58,2,1,11.22,5.45,6.98,19.38,43.1,138,11422
P0881,Bhavnagar - central,Bhavnagar,Gujarat,21.773445,72.161397,352,1,1,1,7,Unfurnished,Apartment,8,1,3,9.82,6.53,9.34,7.2,59.1,90,2289
P0882,Ahmedabad - central,Ahmedabad,Gujarat,23.01638,72.589767,1355,2,2,3,5,Semi-Furnished,Apartment,141,1,9,7.33,1.89,5.82,19.79,40.8,62,23512
P0883,Mehsana - central,Mehsana,Gujarat,23.585212,72.376522,954,2,2,3,8,Semi-Furnished,Apartment,56,1,2,7.81,4.65,6.39,21.96,52.1,117,6009
P0884,Surendranagar - outskirts,Surendranagar,Gujarat,22.743012,71.63113,541,1,1,4,10,Unfurnished,Apartment,21,1,1,0.22,2.97,4.84,29.27,68.4,77,2264
P0885,Surat - central,Surat,Gujarat,21.147681,72.824886,250,1,1,1,10,Semi-Furnished,Apartment,14,2,6,9.22,6.47,8.33,5.0,43.1,84,3515
P0886,Vadodara - outskirts,Vadodara,Gujarat,22.292959,73.159909,1126,2,2,1,1,Semi-Furnished,Villa,73,2,2,9.19,4.32,2.73,10.06,49.3,117,10746
P0887,Veraval - outskirts,Veraval,Gujarat,20.9099,70.37112,2030,3,4,1,1,Semi-Furnished,Independent House,110,1,1,11.97,2.83,9.91,35.03,39.0,90,9452
P0888,Valsad - central,Valsad,Gujarat,20.620905,72.911484,1293,3,3,1,1,Unfurnished,Independent House,43,1,1,4.8,6.68,6.43,30.27,56.9,89,8475
P0889,Ahmedabad - central,Ahmedabad,Gujarat,23.039573,72.581238,985,2,2,5,6,Unfurnished,Apartment,95,1,6,0.36,5.31,2.35,9.63,37.2,84,15141
P0890,Surat - outskirts,Surat,Gujarat,21.14485,72.847086,523,1,1,1,10,Semi-Furnished,Apartment,23,0,7,2.26,5.05,0.86,2.16,49.3,80,7536
P0891,Anand - central,Anand,Gujarat,22.535495,72.936265,829,2,2,5,6,Semi-Furnished,Apartment,61,1,3,5.83,0.1,1.54,13.88,46.6,109,6343
P0892,Anand - central,Anand,Gujarat,22.564033,72.927932,877,3,3,6,6,Semi-Furnished,Apartment,100,1,1,7.84,3.31,5.75,23.31,53.3,118,5824
P0893,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.028657,72.579198,927,3,4,8,8,Unfurnished,Apartment,57,1,6,2.65,5.08,5.8,22.9,37.6,64,14230
P0894,Rajkot - central,Rajkot,Gujarat,22.301266,70.8275,1370,4,4,2,5,Furnished,Apartment,33,1,5,10.14,6.22,4.97,9.45,58.9,90,13618
P0895,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.760098,72.181336,1318,4,4,11,11,Unfurnished,Apartment,91,1,2,5.51,2.55,9.42,19.69,56.8,151,8162
P0896,Surat - central,Surat,Gujarat,21.181957,72.814464,1196,3,4,3,3,Unfurnished,Apartment,140,1,6,11.56,3.59,1.28,15.87,38.3,72,17095
P0897,Surat - outskirts,Surat,Gujarat,21.160324,72.824708,369,1,1,4,5,Semi-Furnished,Apartment,14,2,5,10.27,4.95,9.18,15.52,29.4,71,5176
P0898,Bharuch - central,Bharuch,Gujarat,21.689775,73.002348,591,2,3,1,1,Unfurnished,Independent House,17,1,2,9.47,6.35,3.19,9.25,39.7,89,4375
P0899,Surendranagar - outskirts,Surendranagar,Gujarat,22.732426,71.646222,872,3,3,1,1,Unfurnished,Independent House,24,1,3,7.96,4.53,1.63,6.67,48.6,130,4417
P0900,Bharuch - outskirts,Bharuch,Gujarat,21.717685,72.990668,659,2,2,3,3,Semi-Furnished,Apartment,17,2,1,9.19,3.88,3.15,34.81,47.3,120,4471
P0901,Vadodara - outskirts,Vadodara,Gujarat,22.285382,73.158088,1368,2,2,5,7,Semi-Furnished,Apartment,69,1,6,7.41,4.58,8.27,3.54,45.3,68,16358
P0902,Nadiad - central,Nadiad,Gujarat,22.68383,72.849501,1403,4,4,6,8,Unfurnished,Apartment,145,1,1,5.28,6.47,9.24,26.33,59.3,97,8102
P0903,Surat - central,Surat,Gujarat,21.164595,72.840461,771,2,3,1,3,Semi-Furnished,Apartment,29,1,7,8.11,1.17,8.61,4.87,35.4,87,11660
P0904,Ahmedabad - central,Ahmedabad,Gujarat,23.009335,72.586596,398,1,1,1,1,Semi-Furnished,Independent House,26,1,8,9.54,7.91,6.58,17.77,50.4,60,6399
P0905,Kheda - central,Kheda,Gujarat,22.756545,72.715159,958,3,3,5,10,Furnished,Apartment,22,1,1,2.03,4.34,7.96,17.83,59.2,111,4151
P0906,Rajkot - central,Rajkot,Gujarat,22.285736,70.796697,556,1,1,5,5,Unfurnished,Apartment,11,0,5,4.1,4.63,1.26,5.11,48.1,92,5747
P0907,Rajkot - outskirts,Rajkot,Gujarat,22.286537,70.776895,1516,3,3,1,1,Semi-Furnished,Independent House,60,1,6,4.3,6.53,2.64,18.71,52.6,123,16191
P0908,Palanpur - outskirts,Palanpur,Gujarat,24.196036,72.406883,851,3,4,1,3,Semi-Furnished,Apartment,95,1,1,6.57,3.72,9.48,32.98,60.0,65,3676
P0909,Rajkot - central,Rajkot,Gujarat,22.289527,70.778552,1269,3,2,7,10,Unfurnished,Apartment,58,1,6,9.36,0.9,9.19,16.05,42.8,71,14032
P0910,Bhuj - outskirts,Bhuj,Gujarat,23.270647,69.683816,1491,2,2,5,6,Unfurnished,Apartment,95,1,1,1.95,4.1,9.33,11.3,52.3,113,7729
P0911,Vadodara - central,Vadodara,Gujarat,22.308011,73.165342,282,1,1,4,6,Furnished,Apartment,10,2,4,9.57,0.89,1.03,24.48,54.1,110,2957
P0912,Vadodara - outskirts,Vadodara,Gujarat,22.283414,73.209497,250,1,1,1,1,Unfurnished,Independent House,10,0,6,9.93,2.4,0.55,15.73,46.9,106,2973
P0913,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.226348,72.648006,1052,2,2,4,5,Unfurnished,Apartment,99,1,4,2.35,0.27,8.6,3.74,53.7,108,12886
P0914,Surat - outskirts,Surat,Gujarat,21.140905,72.828977,250,1,1,4,11,Furnished,Apartment,12,2,9,10.04,2.51,8.44,12.48,23.1,49,4297
P0915,Gandhidham - central,Gandhidham,Gujarat,23.092065,70.125947,473,2,2,1,1,Semi-Furnished,Independent House,30,1,2,8.48,1.54,4.39,28.03,64.5,150,2491
P0916,Surat - central,Surat,Gujarat,21.15735,72.80538,549,1,1,1,5,Semi-Furnished,Apartment,59,1,6,9.75,1.16,6.61,14.32,46.6,76,7624
P0917,Bharuch - outskirts,Bharuch,Gujarat,21.700988,72.97046,932,2,2,7,12,Furnished,Apartment,41,2,1,7.82,1.46,6.3,15.38,52.6,88,6205
P0918,Anand - outskirts,Anand,Gujarat,22.539622,72.94993,1486,3,3,2,4,Unfurnished,Apartment,142,0,2,3.42,4.32,8.54,29.65,62.2,142,10148
P0919,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.02435,72.557129,977,3,3,1,1,Furnished,Independent House,35,1,6,5.12,4.05,4.13,22.34,50.5,100,14336
P0920,Jamnagar - central,Jamnagar,Gujarat,22.478968,70.044606,1564,4,3,1,1,Furnished,Independent House,117,1,2,7.73,3.9,8.35,23.23,54.6,38,9763
P0921,Vapi - outskirts,Vapi,Gujarat,20.392214,72.92175,931,3,4,1,5,Unfurnished,Apartment,85,1,1,1.09,1.55,3.2,7.24,49.1,137,6974
P0922,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.031601,72.572221,1724,4,4,1,1,Furnished,Independent House,74,1,6,9.17,4.75,6.02,15.32,29.1,66,27234
P0923,Surat - outskirts,Surat,Gujarat,21.188777,72.817309,1179,3,3,1,5,Furnished,Apartment,64,1,6,4.17,4.4,2.05,2.41,40.2,89,16742
P0924,Vapi - outskirts,Vapi,Gujarat,20.373928,72.92463,876,3,3,3,9,Unfurnished,Apartment,66,1,1,4.9,5.61,1.81,21.01,45.1,111,6655
P0925,Diu - central,Diu,Gujarat,20.730078,70.964622,1280,3,4,1,1,Furnished,Independent House,85,1,1,6.17,5.12,8.86,38.72,67.7,85,8953
P0926,Rajkot - central,Rajkot,Gujarat,22.317599,70.775998,250,1,1,3,11,Furnished,Apartment,10,1,3,6.58,4.11,9.71,8.73,52.3,129,2291
P0927,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.765859,72.173278,985,2,2,1,1,Semi-Furnished,Independent House,16,0,1,9.12,5.81,8.29,10.85,35.0,57,6199
P0928,Morbi - central,Morbi,Gujarat,22.829071,70.863313,1086,3,4,2,11,Semi-Furnished,Apartment,86,1,1,3.11,5.57,3.63,22.41,53.3,102,5609
P0929,Mehsana - central,Mehsana,Gujarat,23.600988,72.38544,652,2,3,2,8,Furnished,Apartment,42,1,1,6.87,7.62,3.57,12.82,50.5,130,3888
